path	subsystem	hardening_change	lines_added	lines_removed	current_path	post_hardening_HEAD	heuristic_added_risk_lines
apps/aether-gateway/src/ai_serving/response_history.rs	apps/aether-gateway/src/ai_serving	M	160	8	present	unchanged_at_HEAD	1
apps/aether-gateway/src/api/core.rs	apps/aether-gateway/src/api	M	1	1	present	unchanged_at_HEAD	0
apps/aether-gateway/src/api/ops.rs	apps/aether-gateway/src/api	M	254	3	present	unchanged_at_HEAD	11
apps/aether-gateway/src/api/response.rs	apps/aether-gateway/src/api	M	301	13	present	unchanged_at_HEAD	1
apps/aether-gateway/src/async_task/http.rs	apps/aether-gateway/src/async_task	M	331	42	present	unchanged_at_HEAD	6
apps/aether-gateway/src/async_task/http/cancel.rs	apps/aether-gateway/src/async_task	M	189	108	present	unchanged_at_HEAD	9
apps/aether-gateway/src/async_task/mod.rs	apps/aether-gateway/src/async_task	M	6	5	present	unchanged_at_HEAD	0
apps/aether-gateway/src/async_task/query.rs	apps/aether-gateway/src/async_task	M	263	5	present	unchanged_at_HEAD	12
apps/aether-gateway/src/async_task/runtime.rs	apps/aether-gateway/src/async_task	M	79	164	present	unchanged_at_HEAD	13
apps/aether-gateway/src/audit/admin.rs	apps/aether-gateway/src/audit	M	48	4	present	unchanged_at_HEAD	15
apps/aether-gateway/src/audit/http.rs	apps/aether-gateway/src/audit	M	8	2	present	unchanged_at_HEAD	2
apps/aether-gateway/src/backup/config.rs	apps/aether-gateway/src/backup	M	137	3	present	unchanged_at_HEAD	2
apps/aether-gateway/src/backup/executor.rs	apps/aether-gateway/src/backup	M	1086	29	present	unchanged_at_HEAD	4
apps/aether-gateway/src/backup/mod.rs	apps/aether-gateway/src/backup	M	162	0	present	unchanged_at_HEAD	0
apps/aether-gateway/src/backup/scopes.rs	apps/aether-gateway/src/backup	M	153	15	present	unchanged_at_HEAD	2
apps/aether-gateway/src/backup/store.rs	apps/aether-gateway/src/backup	M	219	27	present	unchanged_at_HEAD	0
apps/aether-gateway/src/backup/task.rs	apps/aether-gateway/src/backup	M	410	55	present	unchanged_at_HEAD	2
apps/aether-gateway/src/backup/worker.rs	apps/aether-gateway/src/backup	M	20	8	present	unchanged_at_HEAD	0
apps/aether-gateway/src/bark_push.rs	apps/aether-gateway/src/bark_push.rs	M	321	41	present	changed_after_hardening	2
apps/aether-gateway/src/bin/aether-backup-restore.rs	apps/aether-gateway/src/bin	A	1047	0	present	unchanged_at_HEAD	3
apps/aether-gateway/src/bin/support/responses_ws_probe.rs	apps/aether-gateway/src/bin	M	9	0	present	unchanged_at_HEAD	0
apps/aether-gateway/src/cache/auth_context.rs	apps/aether-gateway/src/cache	M	1	0	present	unchanged_at_HEAD	1
apps/aether-gateway/src/cache/system_config.rs	apps/aether-gateway/src/cache	M	9	0	present	unchanged_at_HEAD	1
apps/aether-gateway/src/constants.rs	apps/aether-gateway/src/constants.rs	M	1	0	present	unchanged_at_HEAD	0
apps/aether-gateway/src/control/auth/credentials.rs	apps/aether-gateway/src/control	M	158	20	present	unchanged_at_HEAD	0
apps/aether-gateway/src/control/auth/gate.rs	apps/aether-gateway/src/control	M	2	1	present	unchanged_at_HEAD	1
apps/aether-gateway/src/control/auth/mod.rs	apps/aether-gateway/src/control	M	8	5	present	unchanged_at_HEAD	0
apps/aether-gateway/src/control/auth/resolution.rs	apps/aether-gateway/src/control	M	337	120	present	changed_after_hardening	19
apps/aether-gateway/src/control/auth/types.rs	apps/aether-gateway/src/control	M	91	3	present	unchanged_at_HEAD	14
apps/aether-gateway/src/control/management_token_permissions.rs	apps/aether-gateway/src/control	M	1210	28	present	unchanged_at_HEAD	4
apps/aether-gateway/src/control/mod.rs	apps/aether-gateway/src/control	M	10	7	present	unchanged_at_HEAD	0
apps/aether-gateway/src/control/public.rs	apps/aether-gateway/src/control	M	41	1	present	unchanged_at_HEAD	0
apps/aether-gateway/src/control/route/internal.rs	apps/aether-gateway/src/control	M	15	13	present	unchanged_at_HEAD	0
apps/aether-gateway/src/control/route/mod.rs	apps/aether-gateway/src/control	M	22	2	present	unchanged_at_HEAD	0
apps/aether-gateway/src/control/route/oauth.rs	apps/aether-gateway/src/control	M	3	3	present	unchanged_at_HEAD	0
apps/aether-gateway/src/control/route/public_support.rs	apps/aether-gateway/src/control	M	7	3	present	unchanged_at_HEAD	0
apps/aether-gateway/src/control/tests/admin_core.rs	apps/aether-gateway/src/control	M	2	2	present	unchanged_at_HEAD	0
apps/aether-gateway/src/control/tests/admin_oauth.rs	apps/aether-gateway/src/control	M	16	16	present	unchanged_at_HEAD	0
apps/aether-gateway/src/control/tests/public_support.rs	apps/aether-gateway/src/control	M	28	0	present	unchanged_at_HEAD	0
apps/aether-gateway/src/data/decision_trace.rs	apps/aether-gateway/src/data	M	1	1	present	unchanged_at_HEAD	0
apps/aether-gateway/src/data/state/auth.rs	apps/aether-gateway/src/data	M	1345	79	present	changed_after_hardening	17
apps/aether-gateway/src/data/state/catalog.rs	apps/aether-gateway/src/data	M	275	47	present	changed_after_hardening	18
apps/aether-gateway/src/data/state/core.rs	apps/aether-gateway/src/data	M	38	0	present	changed_after_hardening	0
apps/aether-gateway/src/data/state/integrations.rs	apps/aether-gateway/src/data	M	89	13	present	unchanged_at_HEAD	3
apps/aether-gateway/src/data/state/mod.rs	apps/aether-gateway/src/data	M	35	25	present	unchanged_at_HEAD	0
apps/aether-gateway/src/data/state/referrals.rs	apps/aether-gateway/src/data	M	12	3	present	unchanged_at_HEAD	0
apps/aether-gateway/src/data/state/runtime.rs	apps/aether-gateway/src/data	M	257	19	present	unchanged_at_HEAD	0
apps/aether-gateway/src/data/state/testing/mod.rs	apps/aether-gateway/src/data	M	42	0	present	unchanged_at_HEAD	0
apps/aether-gateway/src/data/state/testkit.rs	apps/aether-gateway/src/data	M	103	0	present	unchanged_at_HEAD	2
apps/aether-gateway/src/data/tests.rs	apps/aether-gateway/src/data	M	1	1	present	changed_after_hardening	0
apps/aether-gateway/src/dispatch/pool_scheduler.rs	apps/aether-gateway/src/dispatch	M	22	2	present	unchanged_at_HEAD	1
apps/aether-gateway/src/email_delivery.rs	apps/aether-gateway/src/email_delivery.rs	M	528	45	present	changed_after_hardening	22
apps/aether-gateway/src/error.rs	apps/aether-gateway/src/error.rs	M	97	6	present	unchanged_at_HEAD	0
apps/aether-gateway/src/execution_runtime/attempt_lifecycle.rs	apps/aether-gateway/src/execution_runtime	M	36	11	present	changed_after_hardening	1
apps/aether-gateway/src/execution_runtime/chatgpt_web_image.rs	apps/aether-gateway/src/execution_runtime	M	1622	232	present	changed_after_hardening	19
apps/aether-gateway/src/execution_runtime/constants.rs	apps/aether-gateway/src/execution_runtime	M	10	0	present	unchanged_at_HEAD	0
apps/aether-gateway/src/execution_runtime/fallback.rs	apps/aether-gateway/src/execution_runtime	M	12	2	present	changed_after_hardening	1
apps/aether-gateway/src/execution_runtime/grok.rs	apps/aether-gateway/src/execution_runtime	M	1358	319	present	unchanged_at_HEAD	20
apps/aether-gateway/src/execution_runtime/kiro_web_search.rs	apps/aether-gateway/src/execution_runtime	M	114	44	present	unchanged_at_HEAD	8
apps/aether-gateway/src/execution_runtime/mod.rs	apps/aether-gateway/src/execution_runtime	M	2	1	present	changed_after_hardening	0
apps/aether-gateway/src/execution_runtime/remote_compat.rs	apps/aether-gateway/src/execution_runtime	M	75	11	present	unchanged_at_HEAD	0
apps/aether-gateway/src/execution_runtime/server.rs	apps/aether-gateway/src/execution_runtime	M	933	37	present	changed_after_hardening	1
apps/aether-gateway/src/execution_runtime/stream/error.rs	apps/aether-gateway/src/execution_runtime	M	76	11	present	unchanged_at_HEAD	2
apps/aether-gateway/src/execution_runtime/stream/execution.rs	apps/aether-gateway/src/execution_runtime	M	451	199	present	changed_after_hardening	3
apps/aether-gateway/src/execution_runtime/stream/execution_failures.rs	apps/aether-gateway/src/execution_runtime	M	142	18	present	unchanged_at_HEAD	1
apps/aether-gateway/src/execution_runtime/stream_pump.rs	apps/aether-gateway/src/execution_runtime	M	192	100	present	unchanged_at_HEAD	1
apps/aether-gateway/src/execution_runtime/submission.rs	apps/aether-gateway/src/execution_runtime	M	7	10	present	unchanged_at_HEAD	0
apps/aether-gateway/src/execution_runtime/sync/execution.rs	apps/aether-gateway/src/execution_runtime	M	156	26	present	unchanged_at_HEAD	3
apps/aether-gateway/src/execution_runtime/sync/execution/policy.rs	apps/aether-gateway/src/execution_runtime	M	55	8	present	unchanged_at_HEAD	2
apps/aether-gateway/src/execution_runtime/sync/execution/response.rs	apps/aether-gateway/src/execution_runtime	M	78	40	present	unchanged_at_HEAD	0
apps/aether-gateway/src/execution_runtime/transport.rs	apps/aether-gateway/src/execution_runtime	M	2053	238	present	changed_after_hardening	84
apps/aether-gateway/src/execution_runtime/windsurf.rs	apps/aether-gateway/src/execution_runtime	M	767	217	present	unchanged_at_HEAD	16
apps/aether-gateway/src/executor/candidate_loop.rs	apps/aether-gateway/src/executor	M	784	45	present	changed_after_hardening	26
apps/aether-gateway/src/executor/mod.rs	apps/aether-gateway/src/executor	M	5	4	present	unchanged_at_HEAD	0
apps/aether-gateway/src/executor/orchestration.rs	apps/aether-gateway/src/executor	M	74	10	present	unchanged_at_HEAD	0
apps/aether-gateway/src/executor/outcome.rs	apps/aether-gateway/src/executor	M	79	118	present	unchanged_at_HEAD	3
apps/aether-gateway/src/executor/stream_path.rs	apps/aether-gateway/src/executor	M	56	11	present	unchanged_at_HEAD	0
apps/aether-gateway/src/executor/sync_path.rs	apps/aether-gateway/src/executor	M	81	17	present	unchanged_at_HEAD	0
apps/aether-gateway/src/frontdoor_loop_guard.rs	apps/aether-gateway/src/frontdoor_loop_guard.rs	M	25	4	present	unchanged_at_HEAD	1
apps/aether-gateway/src/handlers/admin/auth/api_keys/install_routes.rs	apps/aether-gateway/src/handlers/admin/auth/api_keys	M	15	32	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/auth/api_keys/mod.rs	apps/aether-gateway/src/handlers/admin/auth/api_keys	M	3	2	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/auth/api_keys/mutation_routes.rs	apps/aether-gateway/src/handlers/admin/auth/api_keys	M	246	33	present	unchanged_at_HEAD	13
apps/aether-gateway/src/handlers/admin/auth/api_keys/read_routes.rs	apps/aether-gateway/src/handlers/admin/auth/api_keys	M	22	15	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/auth/api_keys/routes.rs	apps/aether-gateway/src/handlers/admin/auth/api_keys	M	2	0	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/auth/api_keys/shared.rs	apps/aether-gateway/src/handlers/admin/auth/api_keys	M	7	4	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/auth/ldap/builders.rs	apps/aether-gateway/src/handlers/admin/auth/ldap	M	141	102	present	unchanged_at_HEAD	1
apps/aether-gateway/src/handlers/admin/auth/ldap/routes.rs	apps/aether-gateway/src/handlers/admin/auth/ldap	M	14	2	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/auth/ldap/shared.rs	apps/aether-gateway/src/handlers/admin/auth/ldap	M	13	9	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/auth/oauth_config.rs	apps/aether-gateway/src/handlers/admin/auth/oauth_config.rs	M	121	64	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/auth/oauth_routes.rs	apps/aether-gateway/src/handlers/admin/auth/oauth_routes.rs	M	265	83	present	changed_after_hardening	9
apps/aether-gateway/src/handlers/admin/auth/routes.rs	apps/aether-gateway/src/handlers/admin/auth/routes.rs	M	1	0	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/billing/collectors/support.rs	apps/aether-gateway/src/handlers/admin/billing/collectors	M	13	12	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/billing/mod.rs	apps/aether-gateway/src/handlers/admin/billing/mod.rs	M	1	0	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/billing/payments/gateways.rs	apps/aether-gateway/src/handlers/admin/billing/payments	M	446	100	present	unchanged_at_HEAD	4
apps/aether-gateway/src/handlers/admin/billing/payments/mod.rs	apps/aether-gateway/src/handlers/admin/billing/payments	M	3	1	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/billing/payments/orders.rs	apps/aether-gateway/src/handlers/admin/billing/payments	M	8	3	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/billing/payments/redeem_codes.rs	apps/aether-gateway/src/handlers/admin/billing/payments	M	3	2	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/billing/payments/shared.rs	apps/aether-gateway/src/handlers/admin/billing/payments	M	388	13	present	unchanged_at_HEAD	18
apps/aether-gateway/src/handlers/admin/billing/plans.rs	apps/aether-gateway/src/handlers/admin/billing/plans.rs	M	15	4	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/billing/rules.rs	apps/aether-gateway/src/handlers/admin/billing/rules.rs	M	2	1	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/billing/wallets/mutations/adjust.rs	apps/aether-gateway/src/handlers/admin/billing/wallets	M	2	1	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/billing/wallets/mutations/complete_refund.rs	apps/aether-gateway/src/handlers/admin/billing/wallets	M	252	13	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/billing/wallets/mutations/fail_refund.rs	apps/aether-gateway/src/handlers/admin/billing/wallets	M	2	1	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/billing/wallets/mutations/process_refund.rs	apps/aether-gateway/src/handlers/admin/billing/wallets	M	2	1	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/billing/wallets/mutations/recharge.rs	apps/aether-gateway/src/handlers/admin/billing/wallets	M	2	1	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/billing/wallets/reads/ledger.rs	apps/aether-gateway/src/handlers/admin/billing/wallets	M	5	1	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/billing/wallets/reads/list.rs	apps/aether-gateway/src/handlers/admin/billing/wallets	M	5	1	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/billing/wallets/reads/refund_requests.rs	apps/aether-gateway/src/handlers/admin/billing/wallets	M	9	4	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/billing/wallets/reads/transactions.rs	apps/aether-gateway/src/handlers/admin/billing/wallets	M	5	1	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/billing/wallets/shared/normalizers.rs	apps/aether-gateway/src/handlers/admin/billing/wallets	M	5	4	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/billing/wallets/shared/payloads.rs	apps/aether-gateway/src/handlers/admin/billing/wallets	M	189	5	present	unchanged_at_HEAD	1
apps/aether-gateway/src/handlers/admin/features/background_tasks/routes.rs	apps/aether-gateway/src/handlers/admin/features/background_tasks	M	92	35	present	unchanged_at_HEAD	1
apps/aether-gateway/src/handlers/admin/features/gemini_files/read_routes.rs	apps/aether-gateway/src/handlers/admin/features/gemini_files	M	1	0	present	unchanged_at_HEAD	1
apps/aether-gateway/src/handlers/admin/features/gemini_files/upload/request.rs	apps/aether-gateway/src/handlers/admin/features/gemini_files	M	434	48	present	unchanged_at_HEAD	12
apps/aether-gateway/src/handlers/admin/features/gemini_files/upload/stage.rs	apps/aether-gateway/src/handlers/admin/features/gemini_files	M	144	13	present	unchanged_at_HEAD	10
apps/aether-gateway/src/handlers/admin/features/video_tasks/builders.rs	apps/aether-gateway/src/handlers/admin/features/video_tasks	M	77	1	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/features/video_tasks/routes.rs	apps/aether-gateway/src/handlers/admin/features/video_tasks	M	8	4	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/mod.rs	apps/aether-gateway/src/handlers/admin/mod.rs	M	6	1	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/model/external_cache.rs	apps/aether-gateway/src/handlers/admin/model/external_cache.rs	M	259	26	present	changed_after_hardening	2
apps/aether-gateway/src/handlers/admin/model/global_models/routes/core/writes.rs	apps/aether-gateway/src/handlers/admin/model/global_models	M	84	6	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/observability/monitoring/cache_affinity_reads.rs	apps/aether-gateway/src/handlers/admin/observability/monitoring	M	2	3	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/observability/monitoring/cache_payloads.rs	apps/aether-gateway/src/handlers/admin/observability/monitoring	M	51	66	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/observability/monitoring/resilience/snapshot.rs	apps/aether-gateway/src/handlers/admin/observability/monitoring	M	6	1	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/observability/monitoring/tests/mod.rs	apps/aether-gateway/src/handlers/admin/observability/monitoring	M	19	9	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/observability/monitoring/tests/trace.rs	apps/aether-gateway/src/handlers/admin/observability/monitoring	M	36	56	present	changed_after_hardening	0
apps/aether-gateway/src/handlers/admin/observability/monitoring/trace.rs	apps/aether-gateway/src/handlers/admin/observability/monitoring	M	23	36	present	unchanged_at_HEAD	6
apps/aether-gateway/src/handlers/admin/observability/usage/replay.rs	apps/aether-gateway/src/handlers/admin/observability/usage	M	8	2	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/observability/usage/summary_routes.rs	apps/aether-gateway/src/handlers/admin/observability/usage	M	33	9	present	unchanged_at_HEAD	2
apps/aether-gateway/src/handlers/admin/provider/delete_task.rs	apps/aether-gateway/src/handlers/admin/provider/delete_task.rs	M	8	19	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/endpoint_keys/reads.rs	apps/aether-gateway/src/handlers/admin/provider/endpoint_keys	M	7	5	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/models/batch.rs	apps/aether-gateway/src/handlers/admin/provider/models	M	75	15	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/batch/execution.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	1	1	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/batch/kiro_import.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	2	2	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/batch/parse.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	8	24	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/batch/task.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	14	15	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/complete/key.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	59	11	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/complete/provider.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	43	6	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/complete/shared.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	84	0	present	unchanged_at_HEAD	5
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/device/authorize.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	26	2	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/device/lease.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	A	277	0	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/device/mod.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	1	0	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/device/poll.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	527	375	present	unchanged_at_HEAD	35
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/device/session.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	1	1	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/import.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	5	10	present	changed_after_hardening	0
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/kiro.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	43	14	present	unchanged_at_HEAD	14
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/refresh/execution.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	11	15	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/refresh/helpers.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	8	6	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/refresh/request.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	2	3	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/start.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	49	10	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/oauth/dispatch/token_import.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	34	6	present	unchanged_at_HEAD	3
apps/aether-gateway/src/handlers/admin/provider/oauth/duplicates.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	3	6	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/oauth/errors.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	12	23	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/oauth/provisioning.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	24	14	present	changed_after_hardening	0
apps/aether-gateway/src/handlers/admin/provider/oauth/quota/antigravity.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	14	21	present	changed_after_hardening	1
apps/aether-gateway/src/handlers/admin/provider/oauth/quota/chatgpt_web.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	94	29	present	unchanged_at_HEAD	11
apps/aether-gateway/src/handlers/admin/provider/oauth/quota/codex/mod.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	121	43	present	unchanged_at_HEAD	3
apps/aether-gateway/src/handlers/admin/provider/oauth/quota/gemini_cli.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	12	18	present	unchanged_at_HEAD	1
apps/aether-gateway/src/handlers/admin/provider/oauth/quota/grok.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	88	25	present	unchanged_at_HEAD	11
apps/aether-gateway/src/handlers/admin/provider/oauth/quota/kiro/mod.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	90	81	present	unchanged_at_HEAD	1
apps/aether-gateway/src/handlers/admin/provider/oauth/quota/shared.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	529	202	present	changed_after_hardening	20
apps/aether-gateway/src/handlers/admin/provider/oauth/quota/windsurf.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	25	99	present	unchanged_at_HEAD	3
apps/aether-gateway/src/handlers/admin/provider/oauth/state/exchange.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	19	6	present	changed_after_hardening	0
apps/aether-gateway/src/handlers/admin/provider/oauth/state/storage.rs	apps/aether-gateway/src/handlers/admin/provider/oauth	M	7	36	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/ops/providers/actions/checkin/probe.rs	apps/aether-gateway/src/handlers/admin/provider/ops	M	18	25	present	unchanged_at_HEAD	1
apps/aether-gateway/src/handlers/admin/provider/ops/providers/actions/checkin/run.rs	apps/aether-gateway/src/handlers/admin/provider/ops	M	16	24	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/ops/providers/actions/checkin/shared.rs	apps/aether-gateway/src/handlers/admin/provider/ops	M	41	26	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/ops/providers/actions/mod.rs	apps/aether-gateway/src/handlers/admin/provider/ops	M	18	16	present	unchanged_at_HEAD	0
apps/aether-gateway/src/handlers/admin/provider/ops/providers/actions/query_balance/mod.rs	apps/aether-gateway/src/handlers/admin/provider/ops	M	12	2	present	unchanged_at_HEAD	0
